filename,year,part,line_count,total_tokens,total_words,total_chars,file_size_mb,tokens_per_line,words_per_token
CC-MAIN-2024-22-part-00007.jsonl,2024,7,218720,242100997,150278155,968731960,947.0882911682129,1106.8992181784931,0.6207250563284545
CC-MAIN-2024-30-part-00037.jsonl,2024,37,222981,242033752,149635546,968468105,947.2566757202148,1085.4456298967177,0.6182424755370483
CC-MAIN-2024-30-part-00072.jsonl,2024,72,221690,242035621,149631959,968475573,947.2521257400513,1091.7750958545716,0.618222881333653
CC-MAIN-2023-40-part-00049.jsonl,2023,49,227355,242030779,152915623,968464959,947.519905090332,1064.5500604781068,0.6318023832828303
CC-MAIN-2019-43-part-00002.jsonl,2019,2,292189,237011662,152380225,948485327,932.2001686096191,811.1587431422812,0.6429228997179051
CC-MAIN-2024-30-part-00020.jsonl,2024,20,221821,242075468,149712715,968634508,947.2444896697998,1091.3099661438728,0.6184547167745226
CC-MAIN-2019-04-part-00002.jsonl,2019,2,298505,232823639,149912388,931742859,916.3338775634766,779.9656253664093,0.6438881749460157
CC-MAIN-2015-32-part-00005.jsonl,2015,5,283555,214846688,138223629,859811784,845.9363641738892,757.6896475110649,0.6433593660983036
CC-MAIN-2019-51-part-00014.jsonl,2019,14,276753,231651965,149529651,927021781,910.7629613876343,837.0350637572132,0.6454926941802545
CC-MAIN-2023-14-part-00035.jsonl,2023,35,255558,241780014,156396808,967502968,948.4460773468018,946.0866574319724,0.6468558149723658
CC-MAIN-2017-17-part-00015.jsonl,2017,15,276827,231331495,150315989,925739827,909.3257446289062,835.6536573383377,0.6497860959226499
CC-MAIN-2019-43-part-00003.jsonl,2019,3,290900,237058659,152399269,948670234,932.2255620956421,814.9146063939498,0.6428757744723427
CC-MAIN-2023-40-part-00065.jsonl,2023,65,225439,242072243,153130094,968627150,947.5480909347534,1073.7815684065313,0.6325801426146987
CC-MAIN-2020-45-part-00002.jsonl,2020,2,297899,237114674,152845713,948904774,932.7951555252075,795.9565960275127,0.6446067230744227
CC-MAIN-2023-50-part-00051.jsonl,2023,51,224422,241390446,151957895,965898869,945.0297393798828,1075.6095480835213,0.6295108092223335
CC-MAIN-2021-17-part-00012.jsonl,2021,12,241790,242331187,157016137,969687897,948.596474647522,1002.2382522023244,0.647940279350012
CC-MAIN-2024-30-part-00018.jsonl,2024,18,221362,242056542,149671300,968557809,947.2478942871094,1093.4873284484238,0.6183319763363389
CC-MAIN-2023-50-part-00027.jsonl,2023,27,225328,241404928,151969907,965957448,945.0670700073242,1071.3490023432507,0.62952280327931
CC-MAIN-2024-30-part-00058.jsonl,2024,58,221831,242059853,149789188,968571873,947.2617712020874,1091.1903791625157,0.6188105385654349
CC-MAIN-2013-20-part-00015.jsonl,2013,15,317868,237012208,154486430,948525031,933.1365098953247,745.6309159777014,0.6518079018106949
CC-MAIN-2022-40-part-00016.jsonl,2022,16,262901,241797299,156616840,967583446,948.827919960022,919.7275742579907,0.6477195595141862
CC-MAIN-2024-10-part-00008.jsonl,2024,8,221077,242511580,151538182,970377549,948.960657119751,1096.9552689786817,0.6248698804403484
CC-MAIN-2024-18-part-00011.jsonl,2024,11,219800,242534394,150854348,970467764,948.9719848632812,1103.4321838034577,0.6219915679258258
CC-MAIN-2024-10-part-00056.jsonl,2024,56,219466,242508284,151553461,970362416,948.9512853622437,1104.9924999772174,0.624941377260333
CC-MAIN-2024-30-part-00017.jsonl,2024,17,219349,242098385,149771632,968722160,947.2632122039795,1103.713192218793,0.6186395336755345
CC-MAIN-2019-30-part-00009.jsonl,2019,9,296740,242438823,156219253,970199442,953.6438617706299,817.0075588056885,0.6443656633327246
CC-MAIN-2023-50-part-00014.jsonl,2023,14,225285,241359350,152029182,965775784,945.0644111633301,1071.3511773975188,0.6298872697494421
CC-MAIN-2018-26-part-00003.jsonl,2018,3,296189,239952853,154920704,960255592,942.5987329483032,810.1342487398249,0.6456297646104671
CC-MAIN-2017-43-part-00023.jsonl,2017,23,297118,236250347,154063739,945446341,929.1282186508179,795.1397996755497,0.6521206887370201
CC-MAIN-2021-10-part-00027.jsonl,2021,27,249433,237374880,153503312,949873912,930.2088108062744,951.6578800720033,0.6466704143252227
CC-MAIN-2017-43-part-00001.jsonl,2017,1,297056,236264604,154165140,945503664,929.1294240951538,795.3537514812022,0.6525105216353102
CC-MAIN-2019-13-part-00000.jsonl,2019,0,293651,240249230,154616226,961438057,945.1257705688477,818.1454515734665,0.6435659585672762
CC-MAIN-2019-43-part-00025.jsonl,2019,25,293969,236954486,152568045,948260432,932.2084264755249,806.0526313999095,0.6438706756537202
CC-MAIN-2014-10-part-00007.jsonl,2014,7,332091,237200277,153480452,949297894,934.5269317626953,714.2628887865073,0.6470500538243469
CC-MAIN-2017-26-part-00006.jsonl,2017,6,287344,237509985,155425727,950470970,933.1595525741577,826.5701911297956,0.6543966014734075
CC-MAIN-2024-10-part-00007.jsonl,2024,7,220361,242520271,151447963,970412243,948.9551601409912,1100.5589509940507,0.6244754814742888
CC-MAIN-2020-29-part-00008.jsonl,2020,8,290263,241192050,155867827,965203865,948.0221042633057,830.9431446653552,0.6462394884076818
CC-MAIN-2019-51-part-00013.jsonl,2019,13,278121,231660643,149335909,927059339,910.7858381271362,832.9491228637895,0.6446321958969957
CC-MAIN-2022-05-part-00014.jsonl,2022,14,275544,238213781,153718397,953269413,935.6421146392822,864.5217497024069,0.6452959873047815
CC-MAIN-2023-14-part-00017.jsonl,2023,17,253938,241804093,156369089,967597884,948.6593046188354,952.2170490434673,0.6466767665508457
CC-MAIN-2021-49-part-00026.jsonl,2021,26,280972,242138394,155881415,968975429,951.7016973495483,861.7883418988368,0.6437699219232452
CC-MAIN-2016-50-part-00005.jsonl,2016,5,346479,234027881,150773449,936631580,923.6820526123047,675.446076096964,0.6442542160179624
CC-MAIN-2019-18-part-00010.jsonl,2019,10,286218,232722301,150042286,931319298,915.7136611938477,813.0945677770092,0.6447267208826712
CC-MAIN-2024-30-part-00065.jsonl,2024,65,221553,242048947,149801385,968528626,947.2544002532959,1092.5103564384142,0.6188888109478121
CC-MAIN-2022-27-part-00028.jsonl,2022,28,274534,242475369,156315657,970312704,952.3516235351562,883.2252799288977,0.6446661268922536
CC-MAIN-2019-04-part-00017.jsonl,2019,17,299858,232777540,149840855,931559354,916.3365392684937,776.2925784871505,0.6437083878453221
CC-MAIN-2020-05-part-00001.jsonl,2020,1,280512,235082071,151843214,940748463,923.9651765823364,838.0463973020762,0.645915757650442
CC-MAIN-2024-10-part-00087.jsonl,2024,87,219236,242528018,151603009,970440822,948.956521987915,1106.241757740517,0.6250948251265551
CC-MAIN-2023-40-part-00040.jsonl,2023,40,223739,242068401,153179144,968609481,947.5610361099243,1081.9231381207567,0.6327928113178225
CC-MAIN-2017-26-part-00014.jsonl,2017,14,289494,237506875,155555749,950462902,933.1815252304077,820.4207168369638,0.6549526155821805
CC-MAIN-2024-30-part-00047.jsonl,2024,47,221658,242059109,149778629,968568718,947.2538566589355,1092.0386767001417,0.61876881898297
CC-MAIN-2019-18-part-00013.jsonl,2019,13,290478,232618438,150007126,930910689,915.7010765075684,800.8125847740621,0.6448634394148928
CC-MAIN-2013-20-part-00007.jsonl,2013,7,316320,237048697,154433667,948669415,933.1451187133789,749.3952231917046,0.6514849858044147
CC-MAIN-2024-18-part-00032.jsonl,2024,32,219375,242529220,150973103,970446606,948.9287881851196,1105.546301994302,0.6224944895299627
CC-MAIN-2023-40-part-00022.jsonl,2023,22,225835,242082781,153094752,968669888,947.5418710708618,1071.9453627648504,0.6324066146612881
CC-MAIN-2023-06-part-00015.jsonl,2023,15,259228,239451806,154857379,958196410,939.6243419647217,923.711196321385,0.6467162707471916
CC-MAIN-2020-16-part-00016.jsonl,2020,16,284766,234987250,151980383,940376767,923.7015419006348,825.1941945316505,0.6467601242195056
CC-MAIN-2018-34-part-00002.jsonl,2018,2,295659,237190421,152338710,949204285,932.3622903823853,802.2431957085697,0.6422633315364789
CC-MAIN-2023-06-part-00003.jsonl,2023,3,258946,239384371,154879695,957925775,939.619517326355,924.4567245680566,0.6469916743227986
CC-MAIN-2023-23-part-00015.jsonl,2023,15,244333,242247839,155863265,969357633,949.4320936203003,991.4659051376605,0.6434041502430079
CC-MAIN-2021-43-part-00024.jsonl,2021,24,271758,237572626,153207316,950697742,933.0044784545898,874.2065587765586,0.6448862336521886
CC-MAIN-2017-43-part-00007.jsonl,2017,7,298790,236228686,154123042,945363206,929.0926733016968,790.6177783727702,0.652431525610738
CC-MAIN-2020-50-part-00006.jsonl,2020,6,297451,239715247,154681983,959307355,942.6820316314697,805.898272320483,0.6452738611157262
CC-MAIN-2024-22-part-00044.jsonl,2024,44,219315,242100334,150403083,968730452,947.0930433273315,1103.8931856006202,0.6212427736675489
CC-MAIN-2019-43-part-00013.jsonl,2019,13,292423,237035733,152435453,948582070,932.2216129302979,810.5919609606632,0.643090605246425
CC-MAIN-2022-40-part-00014.jsonl,2022,14,260860,241838159,156611653,967743756,948.8288049697876,927.0802691098673,0.6475886752015839
CC-MAIN-2016-18-part-00002.jsonl,2016,2,267117,205250075,132121789,821399667,807.8940181732178,768.390162363309,0.6437112824441111
CC-MAIN-2021-10-part-00030.jsonl,2021,30,248970,237443629,153637192,950148080,930.1934118270874,953.7037755552877,0.647047017631288
CC-MAIN-2021-04-part-00004.jsonl,2021,4,287590,238677186,154146714,955139859,938.0564098358154,829.9217149414096,0.6458376545465053
CC-MAIN-2024-26-part-00069.jsonl,2024,69,217564,241398691,149784237,965921070,944.517822265625,1109.552550054237,0.6204848766143475
CC-MAIN-2020-24-part-00013.jsonl,2020,13,297377,241860361,156148366,967887075,950.6877403259277,813.3122635577062,0.6456137142704422
CC-MAIN-2022-21-part-00038.jsonl,2022,38,272577,241717889,156232796,967280019,949.0726585388184,886.7875462713288,0.6463435397617592
CC-MAIN-2024-26-part-00079.jsonl,2024,79,218856,241424791,149859243,966026671,944.6959648132324,1103.121646196586,0.6207284777146188
CC-MAIN-2023-06-part-00002.jsonl,2023,2,258544,239439705,154917370,958146303,939.6262674331665,926.1081479361346,0.6469995024425877
CC-MAIN-2023-50-part-00066.jsonl,2023,66,224834,241392077,152169887,965905470,945.068187713623,1073.6457875588212,0.630384761965489
CC-MAIN-2022-40-part-00026.jsonl,2022,26,261367,241830881,156694018,967715403,948.818380355835,925.2540718606404,0.6479487539062474
CC-MAIN-2024-22-part-00013.jsonl,2024,13,218691,241991423,150260323,968293487,946.7989072799683,1106.5449561253092,0.6209324327994881
CC-MAIN-2019-43-part-00016.jsonl,2019,16,293947,237021623,152558524,948528106,932.2154846191406,806.3413574555957,0.6436481282553702
CC-MAIN-2024-26-part-00037.jsonl,2024,37,219415,241380664,149529245,965851440,944.5056781768799,1100.11012920721,0.6194748266994576
CC-MAIN-2017-43-part-00021.jsonl,2017,21,296285,236269312,154173174,945523171,929.1357259750366,797.4393303744705,0.6525315230104873
CC-MAIN-2021-39-part-00027.jsonl,2021,27,270989,239375305,154088378,957908243,939.7801561355591,883.3395635985224,0.6437104195021287
CC-MAIN-2014-52-part-00007.jsonl,2014,7,323553,239495110,154273411,958465189,943.0606441497803,740.203645152417,0.6441610060430879
CC-MAIN-2018-05-part-00019.jsonl,2018,19,308355,239817387,156148521,959731908,943.551043510437,777.7314685995038,0.6511142622031821
CC-MAIN-2016-30-part-00001.jsonl,2016,1,302394,242203537,156700371,969268753,952.478199005127,800.9535142893047,0.6469780455766011
CC-MAIN-2015-14-part-00003.jsonl,2015,3,276853,220002041,141910512,880423894,865.0205326080322,794.6529060548378,0.6450417975895051
CC-MAIN-2019-51-part-00012.jsonl,2019,12,275293,231642860,149364030,926984955,910.7766942977905,841.4411554234943,0.644803081778562
CC-MAIN-2019-22-part-00002.jsonl,2019,2,297253,236294662,152335958,945624348,929.761549949646,794.9277618728827,0.6446864127637382
CC-MAIN-2017-51-part-00016.jsonl,2017,16,314200,239263499,156231768,957525128,941.4965839385986,761.5006333545513,0.6529695028826775
CC-MAIN-2024-30-part-00086.jsonl,2024,86,222522,242025975,149651203,968438594,947.1549253463745,1087.6496481246797,0.6183270328732278
CC-MAIN-2016-36-part-00000.jsonl,2016,0,282306,236907383,153368837,948052610,930.8454179763794,839.1864962133288,0.6473788830802288
CC-MAIN-2023-23-part-00004.jsonl,2023,4,243907,242263538,155843708,969420112,949.5205116271973,993.2619318018753,0.6432817306581232
CC-MAIN-2021-17-part-00034.jsonl,2021,34,239306,242402435,156993462,969968422,948.5967130661011,1012.9392284355595,0.647656291076449
CC-MAIN-2021-17-part-00031.jsonl,2021,31,241036,242388748,156968050,969917676,948.5665616989136,1005.6122239001643,0.6475880225265243
CC-MAIN-2023-06-part-00014.jsonl,2023,14,259303,239427501,155025340,958100460,939.6136407852173,923.3502929005834,0.647483431738278
CC-MAIN-2023-23-part-00035.jsonl,2023,35,243965,242260982,155825487,969409530,949.4452562332153,993.0153177709917,0.6432133053931071
CC-MAIN-2015-27-part-00000.jsonl,2015,0,297795,235357829,151487218,941877245,925.9603214263916,790.3350593529105,0.6436463942739716
CC-MAIN-2017-13-part-00010.jsonl,2017,10,287228,236749866,153614990,947429217,930.8811731338501,824.2576141601794,0.6488493218407988
CC-MAIN-2018-43-part-00002.jsonl,2018,2,276168,234674290,149821248,939111353,921.0392303466797,849.7519263636627,0.6384220785327613
CC-MAIN-2020-40-part-00017.jsonl,2020,17,304100,236928263,152553830,948168087,932.3966445922852,779.1129990134824,0.6438819415984998
CC-MAIN-2020-45-part-00020.jsonl,2020,20,293891,237230537,152921139,949363857,932.7923421859741,807.2058586346639,0.6446098421132015
CC-MAIN-2017-30-part-00001.jsonl,2017,1,286155,237709299,155383315,951266948,934.2848501205444,830.7011899145568,0.6536694847600387
CC-MAIN-2023-14-part-00005.jsonl,2023,5,255986,241751301,156229917,967388975,948.5991840362549,944.3926660051721,0.6462423008842463
CC-MAIN-2023-14-part-00004.jsonl,2023,4,253601,241848450,156372178,967774191,948.705023765564,953.6573199632494,0.6465709331608286
CC-MAIN-2018-26-part-00008.jsonl,2018,8,295872,239971270,155138932,960329953,942.6024789810181,811.0644805861995,0.6464896068600212
CC-MAIN-2023-50-part-00005.jsonl,2023,5,226261,241395311,152029755,965921612,945.0696258544922,1066.8887302716773,0.6297958082541214
CC-MAIN-2017-09-part-00003.jsonl,2017,3,293236,227125697,146834479,908942822,894.09410572052,774.5491583570912,0.6464899434078567
CC-MAIN-2017-51-part-00014.jsonl,2017,14,314720,239211060,156110032,957316114,941.4699449539185,760.075813421454,0.6526037383054111
CC-MAIN-2018-34-part-00008.jsonl,2018,8,298797,237183271,152496197,949181274,932.3591823577881,793.7940173428783,0.6429466815136384
CC-MAIN-2019-04-part-00018.jsonl,2019,18,301453,232781819,149967546,931579173,916.3305587768555,772.1993776807661,0.6442408030156341
CC-MAIN-2014-23-part-00004.jsonl,2014,4,338000,233430020,150667934,934226647,920.2548332214355,690.6213609467455,0.6454522601677368
CC-MAIN-2024-26-part-00066.jsonl,2024,66,218210,241415955,149636031,965990790,944.5181856155396,1106.3468906099629,0.6198266017670622
CC-MAIN-2022-05-part-00024.jsonl,2022,24,276366,238204370,153665338,953232101,935.6426601409912,861.916335583972,0.6450987360139531
CC-MAIN-2022-21-part-00035.jsonl,2022,35,272656,241768097,156262374,967481983,949.1605186462402,886.7147504547855,0.6463316539237185
CC-MAIN-2019-26-part-00021.jsonl,2019,21,283769,232459094,150069362,930262533,914.1923961639404,819.184244931617,0.64557320351597
CC-MAIN-2024-26-part-00009.jsonl,2024,9,219815,241365333,149669012,965791259,944.5233192443848,1098.0385005572869,0.6200932426364643
CC-MAIN-2024-22-part-00001.jsonl,2024,1,218718,242100760,150339342,968730372,947.0915803909302,1106.908256293492,0.6209783975894995
CC-MAIN-2018-13-part-00005.jsonl,2018,5,311218,241828705,156958181,967782247,951.2230358123779,777.0395831860625,0.649046940064456
CC-MAIN-2022-40-part-00006.jsonl,2022,6,261891,241790980,156453259,967555816,948.8069581985474,923.2504362501957,0.6470599482247021
CC-MAIN-2024-22-part-00043.jsonl,2024,43,217971,242113451,150292573,968780826,947.0892763137817,1110.7599221914843,0.6207526776362375
CC-MAIN-2013-20-part-00017.jsonl,2013,17,314260,237078846,154570434,948785604,933.1215143203735,754.4035066505442,0.6519790213589954
CC-MAIN-2023-50-part-00084.jsonl,2023,84,226181,241397421,152098851,965928648,945.0456304550171,1067.2754165911372,0.6300765367331741
CC-MAIN-2016-44-part-00003.jsonl,2016,3,350954,237630475,153721319,951048039,937.1397247314453,677.0986368583917,0.6468922767586943
CC-MAIN-2023-23-part-00043.jsonl,2023,43,243598,242264991,155856203,969424860,949.4407567977905,994.5278327408271,0.6433294482899512
CC-MAIN-2018-05-part-00004.jsonl,2018,4,306478,239833385,156165989,959792495,943.5562114715576,782.5468222841444,0.6511436637564032
CC-MAIN-2024-22-part-00019.jsonl,2024,19,219052,242013933,150589558,968383094,947.0788993835449,1104.8241193871775,0.6222350760276268
CC-MAIN-2016-44-part-00010.jsonl,2016,10,353284,237572679,153553227,950821661,937.1344518661499,672.4693985575344,0.6463421115859875
CC-MAIN-2021-39-part-00000.jsonl,2021,0,271588,239334004,154292188,957743712,939.7972650527954,881.2392447383537,0.6446730737016375
CC-MAIN-2023-06-part-00048.jsonl,2023,48,259508,239430415,154891626,958111403,939.6136980056763,922.6321153875796,0.6469170844481057
CC-MAIN-2019-47-part-00000.jsonl,2019,0,272911,233638831,150850706,934964599,917.7969751358032,856.0989883148719,0.6456576817917737
CC-MAIN-2024-18-part-00020.jsonl,2024,20,219871,242511799,150981855,970377259,948.9060316085815,1102.9731024100495,0.6225752958106587
CC-MAIN-2024-30-part-00028.jsonl,2024,28,220033,242075296,149780426,968631059,947.2573614120483,1100.1772279612603,0.618734866692056
CC-MAIN-2024-26-part-00056.jsonl,2024,56,218596,241361164,149660390,965772928,944.506290435791,1104.142637559699,0.6200682310265955
CC-MAIN-2022-40-part-00039.jsonl,2022,39,263067,241759251,156536679,967431083,948.8182392120361,919.0025772901961,0.6474899237671777
CC-MAIN-2017-34-part-00019.jsonl,2017,19,303015,234500434,153580418,938457293,922.5034589767456,773.8905136709404,0.6549259435485736
CC-MAIN-2018-30-part-00001.jsonl,2018,1,292328,235246047,152760105,941423105,924.713457107544,804.733200377658,0.6493631112959786
CC-MAIN-2021-43-part-00028.jsonl,2021,28,275279,237537040,153044747,950561246,932.9360542297363,862.8956077288859,0.6442984513067941
CC-MAIN-2023-23-part-00024.jsonl,2023,24,241675,242290079,155910735,969522919,949.4333419799805,1002.5450667218372,0.6434879036050006
CC-MAIN-2019-47-part-00001.jsonl,2019,1,277744,233591870,150815279,934784009,917.7969045639038,841.0330016129961,0.6456358220001407
CC-MAIN-2019-47-part-00005.jsonl,2019,5,275172,233670875,150888517,935096407,917.7699689865112,849.1811485180178,0.6457309538469439
CC-MAIN-2020-50-part-00011.jsonl,2020,11,295949,239776962,154678848,959552089,942.6940860748291,810.1968987899942,0.6450947026345258
CC-MAIN-2023-40-part-00024.jsonl,2023,24,227382,242033380,153058462,968473887,947.541410446167,1064.435091607955,0.6323857560473684
CC-MAIN-2020-16-part-00001.jsonl,2020,1,282944,235017430,151871442,940494195,923.686372756958,830.6146445939833,0.6462135255244685
CC-MAIN-2022-49-part-00012.jsonl,2022,12,257689,240285916,155402062,961529944,943.2530107498169,932.4647773090819,0.6467381217632414
CC-MAIN-2021-43-part-00019.jsonl,2021,19,276372,237541993,153107967,950581494,933.0006904602051,859.5009371426918,0.6445511594238413
CC-MAIN-2017-30-part-00008.jsonl,2017,8,284874,237710741,155469458,951269858,934.1968584060669,834.4416864999965,0.6540279052851045
CC-MAIN-2020-29-part-00019.jsonl,2020,19,291243,241231511,155862816,965361900,948.0215940475464,828.2826059338765,0.6461130030396403
CC-MAIN-2023-14-part-00044.jsonl,2023,44,255120,241807848,156220240,967612831,948.6450262069702,947.8200376293508,0.646051157115463
CC-MAIN-2021-31-part-00036.jsonl,2021,36,259379,238741006,154394568,955352783,935.9121322631836,920.4330574179097,0.6467031809357459
CC-MAIN-2019-22-part-00010.jsonl,2019,10,295022,236356563,152477895,945868566,929.7526121139526,801.1489414348761,0.6451180921936152
CC-MAIN-2023-23-part-00018.jsonl,2023,18,244264,242253432,155876885,969379815,949.4447689056396,991.7688730226313,0.6434455178327463
CC-MAIN-2014-15-part-00005.jsonl,2014,5,322559,236621964,153006494,946971179,931.9391946792603,733.5773114375975,0.64662845077222
CC-MAIN-2021-31-part-00008.jsonl,2021,8,255967,238734570,154488575,955322294,935.9198684692383,932.6771419753328,0.6471143873298283
CC-MAIN-2024-30-part-00023.jsonl,2024,23,221683,242054361,149803992,968550138,947.2552995681763,1091.89410554711,0.6188857386461217
CC-MAIN-2018-22-part-00005.jsonl,2018,5,294728,232551094,150789557,930646465,914.2167873382568,789.0363114464863,0.6484147393432602
